5,3,6,9,7,1,5,13,18,3,3,0,12,18,15,7,10,1,11,19,17,6,19,14,1,7,0,18,5,18,11,5,18,8,0,9,5,17,9,17,13,15,3,19,15,4,8,5,6,18,1,1,3,8,10,1,7,4,16,2,11,14,16,15
13,0,17,13,2,6,8,16,4,11,12,3,11,13,6,19,19,9,2,14,19,14,14,15,5,13,14,1,9,1,8,19,9,17,19,3,11,9,6,17,11,6,2,17,7,13,1,2,1,0,5,5,15,17,5,11,11,16,13,10,2,19,6,1
4,13,15,17,14,10,17,12,8,17,8,8,0,6,8,13,4,8,8,7,15,6,15,18,7,9,11,19,13,14,5,9,2,15,1,1,18,17,8,17,13,13,18,1,16,18,14,18,16,7,11,8,8,0,9,8,18,8,9,13,13,14,4,18
16,13,10,16,11,7,1,7,8,15,11,12,1,10,18,14,3,16,16,8,14,5,19,5,1,7,3,18,18,8,13,11,6,12,6,5,16,12,19,4,8,10,16,11,3,19,17,18,19,5,19,0,11,0,13,8,8,10,3,10,11,2,8,2
15,14,14,4,15,7,5,5,18,17,13,14,13,2,18,15,12,1,11,2,7,10,8,1,8,18,17,16,13,4,12,18,6,19,3,8,2,10,4,4,7,18,14,19,7,8,11,8,1,4,4,9,11,10,16,5,0,6,19,5,15,2,19,19
0,6,3,1,4,19,10,16,9,5,19,6,0,0,1,1,17,14,14,14,6,4,14,1,10,3,19,5,11,7,3,15,2,12,9,2,6,15,14,19,3,5,13,16,9,19,2,7,10,13,7,19,1,14,11,5,5,4,5,0,7,4,15,16
16,1,11,4,2,19,1,5,8,15,18,17,16,1,8,12,19,0,19,3,7,8,4,12,15,14,2,16,6,14,12,2,0,16,11,6,16,2,18,5,17,13,5,6,6,0,4,16,12,13,4,2,14,16,6,15,4,5,15,8,7,15,0,0
4,2,10,14,16,0,18,5,1,18,12,11,13,19,10,0,18,15,1,5,6,11,9,18,6,11,4,18,16,13,16,19,0,2,3,15,1,11,9,2,3,12,1,0,14,11,3,4,3,13,12,15,15,7,13,10,2,19,10,17,11,2,11,5
19,18,19,13,8,15,18,8,15,0,2,7,3,17,9,15,3,6,14,16,14,8,11,17,13,13,12,0,0,13,5,15,6,15,11,15,7,9,18,11,3,4,11,8,13,8,12,10,3,16,5,14,1,7,10,17,18,12,3,10,2,0,13,13
10,18,10,9,13,18,13,4,3,1,10,16,7,1,19,6,11,7,12,8,5,12,14,11,5,12,0,8,17,18,13,14,16,3,7,3,18,0,0,4,16,6,4,8,3,5,3,0,1,18,10,19,16,14,13,19,8,8,19,8,1,16,8,17
8,15,10,10,1,16,0,0,12,17,12,18,12,6,16,14,6,11,12,3,6,14,5,3,19,8,12,0,13,12,4,10,15,11,13,9,3,6,7,19,0,3,1,0,12,0,7,5,4,10,16,12,4,3,0,2,13,10,13,7,1,18,6,17
2,11,6,2,19,12,16,19,7,14,15,18,14,14,8,2,3,19,15,1,0,0,0,7,1,19,15,3,14,18,5,8,9,14,2,15,17,6,10,4,18,2,13,17,6,9,8,8,10,14,0,16,6,0,5,6,0,7,17,14,12,17,19,12
0,17,13,5,4,13,2,13,18,5,5,14,14,5,7,2,12,0,18,2,1,18,0,14,19,14,6,10,18,6,17,1,4,12,10,18,0,12,13,15,1,16,7,6,3,2,18,8,17,13,11,16,15,17,18,9,6,3,14,13,13,3,4,18
12,11,7,5,9,4,0,9,2,9,19,17,16,11,13,10,11,10,8,8,16,13,10,3,18,15,17,0,14,4,18,16,19,15,6,4,2,17,2,18,4,3,10,0,11,5,5,15,12,10,16,14,6,9,9,17,18,19,17,9,18,3,14,0
19,19,9,15,8,4,15,15,3,6,6,19,3,0,7,7,0,1,8,3,6,0,15,19,14,11,6,4,13,5,0,17,6,4,15,4,9,5,0,9,12,1,3,15,11,1,15,5,17,16,7,11,12,6,15,8,19,13,1,4,14,16,3,13
11,19,1,19,12,2,5,18,15,3,1,11,14,2,18,10,5,5,19,12,16,15,3,12,12,6,8,19,11,0,8,16,0,17,19,16,17,14,18,10,17,0,10,13,14,8,11,12,18,4,16,16,14,9,14,2,10,18,10,8,0,0,11,14
10,14,1,2,7,11,19,16,5,13,2,13,17,16,11,5,2,6,14,7,3,4,12,10,10,19,10,0,0,5,3,16,14,14,17,8,16,9,10,16,16,1,2,13,4,9,6,12,18,0,0,16,3,4,12,11,0,1,11,12,17,5,3,5
10,13,1,5,16,11,8,11,8,7,3,15,8,5,4,17,17,2,10,3,10,18,6,1,14,3,5,9,16,1,11,0,16,19,11,19,14,2,1,9,8,0,5,12,4,0,11,12,8,0,17,3,3,5,3,10,4,16,4,18,17,2,12,5
17,19,19,14,13,0,9,16,11,15,11,1,4,2,9,9,10,19,14,14,3,12,9,2,7,16,9,7,10,10,17,15,17,6,10,19,0,11,10,11,10,16,14,13,4,13,1,15,7,2,16,1,3,1,11,14,16,4,15,16,11,7,16,19
6,17,10,4,15,12,5,12,4,6,1,15,2,11,0,0,6,0,8,4,2,12,13,10,11,6,3,12,13,19,19,8,16,9,15,19,2,12,5,5,2,5,15,5,12,10,13,11,8,12,1,16,19,14,18,11,5,9,12,7,18,4,16,10
9,16,8,18,8,0,3,16,3,10,18,7,1,3,2,0,7,0,7,2,16,8,6,14,1,13,16,12,12,17,1,17,7,11,18,7,3,10,19,16,14,18,17,12,17,12,10,4,19,8,14,1,6,3,8,7,3,4,0,8,16,16,19,18
19,18,11,14,11,10,18,1,15,11,11,13,7,8,19,1,1,2,5,3,14,12,9,1,17,17,9,18,2,0,3,0,19,17,18,8,3,14,9,5,6,10,13,4,14,6,4,6,12,8,0,7,7,6,12,15,15,19,12,11,8,9,5,4
19,17,5,9,7,12,3,13,13,10,2,4,19,5,8,18,3,19,10,2,17,12,5,15,11,0,19,8,15,13,1,12,5,0,14,10,0,10,6,0,4,7,17,9,5,1,0,7,2,11,16,4,5,12,7,18,19,13,10,6,17,0,8,4
10,19,16,4,5,17,9,4,14,3,6,10,7,11,2,7,4,4,3,9,0,7,13,2,1,2,6,12,9,8,17,18,13,15,16,17,17,8,0,9,10,5,5,8,15,12,0,6,19,10,16,2,15,19,11,3,10,11,10,0,6,9,13,5
14,9,3,3,7,2,10,18,12,6,0,10,3,0,4,9,7,15,4,1,2,2,9,19,1,16,18,8,1,4,17,5,10,10,5,2,16,3,4,15,3,1,9,8,14,14,9,14,3,2,19,1,0,13,1,11,4,0,3,14,18,15,14,4
17,14,12,2,17,8,13,15,18,12,13,9,9,9,6,14,10,1,13,11,11,12,15,10,11,18,11,14,8,11,14,11,17,7,2,18,12,17,10,0,19,19,1,19,1,3,2,13,8,14,16,4,6,16,14,17,14,13,8,10,1,17,10,15
16,14,13,3,13,14,7,1,14,19,0,14,6,16,0,15,16,3,0,11,11,4,14,0,5,5,5,4,19,2,16,6,10,0,7,15,16,13,9,17,19,7,9,15,17,11,7,9,2,11,13,7,8,15,1,13,1,9,8,4,15,10,6,2
11,6,19,9,18,12,1,3,2,2,16,17,5,8,1,8,4,13,18,5,8,2,15,11,12,4,14,4,3,13,9,2,8,11,1,0,3,1,9,2,4,7,0,15,12,12,4,4,11,16,15,19,18,3,2,6,10,11,2,6,0,7,3,4
18,12,2,13,5,18,9,10,18,8,18,4,3,11,7,18,19,18,4,8,19,16,19,19,2,17,0,19,8,19,8,6,5,18,12,13,13,17,15,14,15,9,3,12,10,8,2,11,5,4,8,5,0,11,10,11,11,16,16,11,9,3,10,4
15,11,17,9,14,14,19,5,1,16,2,8,5,14,13,10,19,7,9,0,12,1,6,18,1,4,1,0,19,12,15,12,17,2,1,8,1,19,12,10,19,19,9,5,2,6,4,0,15,13,17,10,14,8,3,9,0,13,4,17,7,19,9,11
17,12,5,5,9,11,8,10,10,14,17,0,5,4,13,12,0,18,4,16,16,12,13,5,9,17,7,4,1,13,6,15,4,12,7,16,8,12,2,19,11,12,6,14,14,14,19,13,17,19,16,17,4,5,3,4,3,15,9,8,8,17,18,2
4,14,3,11,12,4,1,11,0,2,9,3,13,6,1,19,8,15,13,7,1,12,15,10,18,19,2,18,9,10,1,14,16,18,11,18,7,17,19,4,7,5,17,13,17,7,18,11,8,15,18,1,11,10,9,19,8,17,1,4,9,10,13,3
7,14,1,11,7,8,11,13,7,4,0,16,9,18,15,14,5,11,9,3,7,16,17,15,6,14,2,4,10,4,14,18,8,11,6,2,7,18,0,5,16,5,2,0,17,14,19,16,10,2,8,9,6,15,15,17,5,2,13,12,19,13,15,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
